x,slope,intercept,r,r2,p_value,stderr,n
altitude_km,-0.021905090992748368,44.904396834821384,-0.4214953327381268,0.1776583155200242,7.347256350768193e-148,0.0008048124787984609,3431
elevation_deg,0.13318186165406287,26.36707930214744,0.6045245398953877,0.3654499193357302,0.0,0.002996955920710583,3431
distance_km,-0.00854720574682422,40.52977671618095,-0.7620345521643502,0.5806966586923218,0.0,0.00012403090535597114,3431
