,coef,std_err,t,p_value
const,40.97608121767318,0.47177332649123993,86.85544289336596,0.0
altitude_km,-0.01556941600196459,0.00018775553121328618,-82.92387394051296,0.0
elevation_deg,0.13008896167823236,0.0008223358371300982,158.19444538892392,0.0
frequency_ghz,-11.149673976988922,1.131528645073355,-9.853638284398984,1.6072395459994457e-22
band_VHF,3.6459426340875307,0.33563446771354366,10.862837356737923,6.363930164160094e-27
